,ID,Sn_ratio,Se_ratio,dopant1_num,dopant1_ratio,dopant2_num,dopant2_ratio,dopant3_num,dopant3_ratio,direction,Temp,category,el_cond,seebeck,thermal,ZT
0,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,300,2,2.2570383220911028,-161.85419311523438,0.7122743606567383,0.002490352282295357
1,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,320,2,0.6129702568054199,-144.89580688476562,0.7156236171722412,0.000575461602269292
2,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,340,2,1.4961443662643432,-168.8455047607422,0.6849244952201843,0.0021173308521032176
3,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,360,2,4.124280393123627,-172.33840942382812,0.5879957735538482,0.007499643865430453
4,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,380,2,8.676205158233643,-190.5158721923828,0.6463730573654175,0.018513668815691605
5,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,400,2,9.493251609802247,-212.90285949707032,0.6237385034561157,0.02759531894390362
6,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,420,2,11.669617009162902,-215.3390869140625,0.6160507380962372,0.036892250218729196
7,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,440,2,10.282130843400955,-241.7554901123047,0.5644922316074371,0.046841470854947116
8,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,460,2,10.006022071838379,-264.2355072021484,0.5166049838066101,0.06220754315223422
9,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,480,2,11.770243406295776,-267.4113342285156,0.53098965883255,0.0760852093714465
10,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,500,2,11.054790687561034,-295.042041015625,0.5057065427303314,0.09514583093573382
11,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,520,2,10.43720269203186,-310.2828796386719,0.5103088915348053,0.10239292571783372
12,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,540,2,8.619857597351075,-352.2766906738281,0.48773451447486876,0.11843448538429718
13,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,560,2,8.259194040298462,-361.42774658203126,0.4742199182510376,0.12740570788735847
14,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,580,2,10.582093715667725,-367.7449096679687,0.4522357940673828,0.18353884879869292
15,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,600,2,10.579451084136963,-369.508642578125,0.4389404296875,0.19745039290095867
16,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,620,2,8.454653644561768,-382.9950317382812,0.43160719275474546,0.17814970901877347
17,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,640,2,11.625339031219482,-389.3697509765625,0.4138748347759247,0.2725467449171952
18,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,660,2,11.153414058685303,-383.5222961425781,0.4108244001865387,0.26355834062526395
19,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,680,2,13.167204570770263,-364.7550354003906,0.39199863076210023,0.3038928888483277
20,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,700,2,15.431508255004882,-367.8824951171875,0.3761982560157776,0.38860455276310457
21,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,720,2,15.449617385864258,-370.1795166015625,0.3814921021461487,0.3995668422424608
22,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,740,2,24.207233047485353,-363.30474243164065,0.3782881021499634,0.6250234659068623
23,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,760,2,22.24893989562988,-357.5726806640625,0.35844271183013915,0.6031590123658893
24,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,780,2,27.52611961364746,-358.02940673828124,0.36710667610168457,0.7496951662039797
25,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,800,2,34.90523910522461,-364.4053100585937,0.3739112615585327,0.9917026012789156
26,TY0554,0.99,0.99,17,0.01,3,0.01,0,0,0,820,2,39.19096565246582,-352.1096252441406,0.4512412309646606,0.8829718045825619
27,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,300,2,2.786151909828186,-163.8250701904297,1.087020456790924,0.0020637118349017486
28,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,320,2,0.2815550327301025,-144.79928588867188,1.0977078914642333,0.00017209146300725347
29,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,340,2,1.2407548904418946,-169.23062133789062,1.0261306881904602,0.0011773894351682942
30,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,360,2,3.918858927488327,-172.795849609375,0.897541880607605,0.004693253600117364
31,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,380,2,8.49611873626709,-185.63564453125,0.9442732810974122,0.011782276468290373
32,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,400,2,9.341671562194824,-208.0226318359375,0.9118474364280701,0.01773305566173454
33,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,420,2,11.510572615265847,-210.29598388671874,0.847839868068695,0.02521705365430679
34,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,440,2,9.936373353004456,-234.91850891113282,0.8324979662895202,0.028982234623447123
35,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,460,2,9.65644040107727,-254.45193176269532,0.7699925661087036,0.037350796578938944
36,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,480,2,11.705391073226929,-257.5214111328125,0.7497766852378845,0.0496960556747575
37,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,500,2,10.982974815368653,-284.8434204101562,0.7297869324684143,0.06105289944774175
38,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,520,2,10.481847620010376,-300.0077758789063,0.7167005777359009,0.06844921211534163
39,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,540,2,9.160003662109375,-340.5488037109375,0.6770828366279602,0.0847239743666494
40,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,560,2,8.799341106414795,-349.4097900390625,0.65761958360672,0.09148156405134326
41,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,580,2,11.695033168792724,-349.50693969726564,0.6331647038459778,0.13086525668059434
42,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,600,2,11.695728015899657,-351.44617919921876,0.6184998154640198,0.14013821731349793
43,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,620,2,9.57092924118042,-364.9325805664063,0.6192043542861938,0.12762538630143194
44,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,640,2,12.49048433303833,-371.7521667480469,0.5762846946716309,0.19170312145137108
45,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,660,2,12.134876537322999,-365.44342651367185,0.5753598213195801,0.1859002935057267
46,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,680,2,14.963579559326172,-351.2849182128906,0.549958598613739,0.22831446229776325
47,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,700,2,17.198167419433595,-354.70647583007815,0.5385775804519654,0.28123552331889795
48,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,720,2,16.508015060424803,-357.3205139160156,0.5438714146614074,0.27902750734455767
49,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,740,2,25.38389663696289,-353.26429443359376,0.5352425932884216,0.43796442230655397
50,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,760,2,23.684780502319335,-349.1034423828125,0.5146766781806946,0.42624247978587815
51,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,780,2,28.869779968261717,-350.02550048828124,0.5260196208953858,0.5244879359362321
52,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,800,2,35.8574031829834,-356.56416015625,0.5316471338272095,0.6859946376991396
53,TY0555,0.99,0.99,17,0.01,3,0.01,0,0,1,820,2,40.77360305786133,-344.7350158691406,0.628485906124115,0.6322199509252263
54,TY0556,0.98,0.99,17,0.01,3,0.01,0,0,0,300,2,12.927118396759033,-160.96099243164062,0.6018906235694885,0.01669347248124082
55,TY0556,0.98,0.99,17,0.01,3,0.01,0,0,0,320,2,13.214165544509887,-155.62105407714844,0.5901557683944703,0.017352408794399282
56,TY0556,0.98,0.99,17,0.01,3,0.01,0,0,0,340,2,19.092138671875,-172.91038513183594,0.5674474120140076,0.03420188432014477
57,TY0556,0.98,0.99,17,0.01,3,0.01,0,0,0,360,2,22.885136318206786,-178.6762664794922,0.4771707355976105,0.05512085452759628
58,TY0556,0.98,0.99,17,0.01,3,0.01,0,0,0,380,2,30.18012409210205,-190.9503387451172,0.5638255715370178,0.0741652927321483
59,TY0556,0.98,0.99,17,0.01,3,0.01,0,0,0,400,2,31.344734573364256,-214.81474609375,0.5602403938770294,0.10327099233389878
