,ID,Sn_ratio,Se_ratio,dopant1_num,dopant1_ratio,dopant2_num,dopant2_ratio,dopant3_num,dopant3_ratio,direction,Temp,category,el_cond,seebeck,thermal,ZT
0,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,300,1,37.35193061828613,157.02545166015625,0.705163037776947,0.03918184402563032
1,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,320,1,39.85638694763183,173.08568725585937,0.7107306122779846,0.05376073491824031
2,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,340,1,51.36902694702148,189.6742156982422,0.6854493975639343,0.09166877991705849
3,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,360,1,54.42778549194336,191.09717712402343,0.5837264835834504,0.12258076040832308
4,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,380,1,67.88915328979492,206.81459045410156,0.6664786815643311,0.16556177548220744
5,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,400,1,68.78385925292969,207.61273193359375,0.6651801586151123,0.17828516637139266
6,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,420,1,73.55968856811523,208.3753204345703,0.663770991563797,0.20209867439780532
7,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,440,1,77.62504425048829,221.89031066894532,0.5948838591575623,0.2826825681548197
8,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,460,1,77.01896514892579,223.58282165527345,0.5548474669456482,0.3191969761225947
9,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,480,1,74.71786041259766,250.16647644042968,0.5427143037319183,0.41357342051501855
10,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,500,1,72.65142593383788,241.14500732421874,0.5153826177120209,0.4098650902029793
11,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,520,1,70.96877746582031,240.5104949951172,0.5181070625782013,0.41202087442861146
12,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,540,1,60.761296081542966,264.27056579589845,0.47398808002471926,0.4834493246660684
13,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,560,1,60.03976287841797,266.8398834228516,0.4780912816524506,0.500746192528282
14,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,580,1,56.03715362548828,274.0233673095703,0.42504135966300965,0.574180007268585
15,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,600,1,54.52100143432617,292.29552001953124,0.44695121645927427,0.625315608309583
16,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,620,1,51.63324890136719,296.55272216796874,0.4440135359764099,0.6340576726294564
17,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,640,1,45.75374908447266,306.4508850097656,0.4096138715744019,0.6713573753995706
18,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,660,1,43.876582336425784,309.2193542480469,0.41120977997779845,0.6733589393023837
19,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,680,1,42.97149429321289,315.31281127929685,0.38293675184249876,0.7586571460865482
20,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,700,1,44.25318222045898,312.6844116210938,0.3876833975315094,0.7812280075875687
21,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,720,1,44.09579238891602,314.11741333007814,0.39343448877334597,0.7962349648923371
22,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,740,1,55.148110961914064,309.69366455078125,0.36788415908813477,1.063937005889192
23,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,760,1,55.271569061279294,302.621875,0.36572235226631167,1.051875929287402
24,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,780,1,71.59259796142578,286.2563537597656,0.3746662259101868,1.2213171333261639
25,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,800,1,80.22352294921875,264.48565979003905,0.3998574376106262,1.122769994849198
26,TY0000,0.9801,1,11,0.01,3,0.0099,0,0,0,820,1,82.2413833618164,267.0694152832031,0.497145289182663,0.9675406979032538
27,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,300,1,38.676218032836914,153.87149353027343,1.2006976127624511,0.022879574625684327
28,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,320,1,40.386962890625,170.65398864746095,1.1990025997161866,0.0313909121611097
29,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,340,1,51.68696746826172,185.99807739257812,1.1285080075263978,0.05387313322010765
30,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,360,1,54.79569702148437,187.42103881835936,0.9661488652229309,0.07172021614982031
31,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,380,1,67.33586807250977,204.38297424316406,1.041430127620697,0.10263355031102417
32,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,400,1,68.24712829589843,205.18111572265624,0.9994971632957459,0.11498404471020439
33,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,420,1,73.01549606323242,205.9437042236328,0.940624475479126,0.1382754547210416
34,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,440,1,77.1234344482422,218.88933715820312,0.9067136883735657,0.17931560168858215
35,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,460,1,76.51735763549804,220.68330993652344,0.8691292881965638,0.1972297339857422
36,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,480,1,74.66232681274414,247.08538513183595,0.8223501682281494,0.26606030722905194
37,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,500,1,72.58892822265625,238.24970703125,0.8050877213478088,0.2558950799319672
38,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,520,1,71.07725296020507,237.638427734375,0.7897954463958741,0.2642729382952606
39,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,540,1,60.918669891357425,263.0888244628906,0.7168365120887756,0.3176353685817594
40,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,560,1,60.19713287353515,265.62371215820315,0.7151901721954346,0.33256456991096545
41,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,580,1,56.07495269775391,272.74852294921874,0.6540329694747925,0.3699321553045755
42,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,600,1,54.562136840820315,293.1046569824219,0.6662796258926391,0.4221157191617891
43,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,620,1,51.67438507080078,297.3618591308594,0.6673806428909301,0.4244865435281556
44,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,640,1,45.861080932617185,307.67772216796874,0.6097184538841247,0.45570838999082347
45,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,660,1,43.85343551635742,310.5524841308594,0.6098397731781006,0.45772204272808525
46,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,680,1,43.43602600097656,316.24000244140626,0.5780643463134766,0.5109947316621942
47,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,700,1,44.65854263305664,313.3175048828125,0.5837104201316834,0.5257441620729697
48,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,720,1,43.73132171630859,314.9316345214844,0.5894615173339843,0.5297881214785832
49,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,740,1,55.52720336914062,309.8875366210938,0.559834110736847,0.7048332498462262
50,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,760,1,56.017703247070315,302.79429931640624,0.5521933078765869,0.7068758439138355
51,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,780,1,72.5817153930664,286.5736450195312,0.5571373581886292,0.834510961341082
52,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,800,1,80.9202392578125,264.49237670898435,0.5824733853340149,0.7774945928214622
53,TY0001,0.9801,1,11,0.01,3,0.0099,0,0,1,820,1,83.58747253417968,267.3998504638672,0.710801649093628,0.689491536026102
54,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,300,1,37.29526329040527,167.97762756347657,0.6011274814605713,0.05251836965860181
55,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,320,1,39.06092910766601,189.7257873535156,0.5793517589569092,0.07766099408080958
56,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,340,1,46.20898284912109,205.1372314453125,0.54439417719841,0.12144533424202071
57,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,360,1,51.58065490722656,206.20297241210938,0.47079718708992,0.16770473937855646
58,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,380,1,61.66849212646484,229.96061096191406,0.5156823456287384,0.2403098487758413
59,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,400,1,62.542178344726565,229.73497619628907,0.5073339223861695,0.2602515546656699
60,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,420,1,67.75399703979492,230.49756469726563,0.501066142320633,0.3017323226213704
61,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,440,1,72.96132888793946,243.69595642089843,0.4358637273311615,0.4374126409601897
62,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,460,1,72.76263275146485,245.5086700439453,0.37731815576553346,0.5346778593292355
63,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,480,1,68.92238159179688,274.7465545654297,0.3931800305843353,0.6351474678170522
64,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,500,1,68.39441146850587,268.422509765625,0.3911940217018127,0.6298487581294999
65,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,520,1,67.97578201293945,267.2207763671875,0.39635288119316103,0.6368189516913154
66,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,540,1,59.54483642578125,288.3066101074219,0.3896862268447876,0.6858545270191538
67,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,560,1,59.964012145996094,289.0797607421875,0.37564077973365784,0.747035688902505
68,TY0002,0.9702,1,11,0.01,3,0.0099,0,0,0,580,1,53.797891235351564,288.9639526367188,0.3537635862827301,0.7364910213562086
